    .0000000E+00    .1253554E+06    .2263428E+01    .6343330E+01
    .2020202E+02    .1252872E+06    .2263453E+01    .6339644E+01
    .4040404E+02    .1250830E+06    .2263529E+01    .6328599E+01
    .6060606E+02    .1247432E+06    .2263654E+01    .6310235E+01
    .8080808E+02    .1242678E+06    .2263829E+01    .6284558E+01
    .1010101E+03    .1236582E+06    .2264052E+01    .6251670E+01
    .1212121E+03    .1229149E+06    .2264322E+01    .6211606E+01
    .1414141E+03    .1220369E+06    .2264637E+01    .6164356E+01
    .1616162E+03    .1210272E+06    .2264996E+01    .6110100E+01
    .1818182E+03    .1198880E+06    .2265396E+01    .6049000E+01
    .2020202E+03    .1186193E+06    .2265836E+01    .5981087E+01
    .2222222E+03    .1172191E+06    .2266314E+01    .5906303E+01
    .2424243E+03    .1156972E+06    .2266825E+01    .5825206E+01
    .2626263E+03    .1140508E+06    .2267368E+01    .5737690E+01
    .2828283E+03    .1122828E+06    .2267940E+01    .5643960E+01
    .3030303E+03    .1103933E+06    .2268538E+01    .5544063E+01
    .3232324E+03    .1083833E+06    .2269160E+01    .5438098E+01
    .3434344E+03    .1062628E+06    .2269801E+01    .5326644E+01
    .3636364E+03    .1040262E+06    .2270459E+01    .5209437E+01
    .3838384E+03    .1016749E+06    .2271133E+01    .5086609E+01
    .4040405E+03    .9921809E+05    .2271816E+01    .4958669E+01
    .4242425E+03    .9666027E+05    .2272506E+01    .4825894E+01
    .4444445E+03    .9399727E+05    .2270327E+01    .4703088E+01
    .4646465E+03    .9123898E+05    .2271021E+01    .4560369E+01
    .4848486E+03    .8838345E+05    .2271713E+01    .4413091E+01
    .5050506E+03    .8543073E+05    .2272401E+01    .4261287E+01
    .5252526E+03    .8238603E+05    .2273083E+01    .4105246E+01
    .5454547E+03    .7926318E+05    .2273753E+01    .3945698E+01
    .5656567E+03    .7605184E+05    .2274411E+01    .3782128E+01
    .5858587E+03    .7275895E+05    .2275054E+01    .3614904E+01
    .6060607E+03    .6939324E+05    .2275679E+01    .3444476E+01
    .6262628E+03    .6595438E+05    .2276284E+01    .3270832E+01
    .6464648E+03    .6244277E+05    .2276866E+01    .3093993E+01
    .6666668E+03    .5886740E+05    .2277425E+01    .2914411E+01
    .6868688E+03    .5523396E+05    .2277956E+01    .2732361E+01
    .7070709E+03    .5155223E+05    .2278457E+01    .2548323E+01
    .7272729E+03    .4779759E+05    .2278932E+01    .2361054E+01
    .7474749E+03    .4398224E+05    .2279375E+01    .2171153E+01
    .7676769E+03    .4011852E+05    .2279785E+01    .1979211E+01
    .7878790E+03    .3622878E+05    .2280159E+01    .1786319E+01
    .8080810E+03    .3231596E+05    .2280495E+01    .1592592E+01
    .8282830E+03    .2835494E+05    .2280796E+01    .1396758E+01
    .8484850E+03    .2435610E+05    .2281059E+01    .1199306E+01
    .8686871E+03    .2034625E+05    .2281282E+01    .1001525E+01
    .8888891E+03    .1630212E+05    .2281466E+01    .8022361E+00
    .9090911E+03    .1224364E+05    .2281610E+01    .6023871E+00
    .9292932E+03    .8184993E+04    .2281713E+01    .4026397E+00
    .9494952E+03    .4107114E+04    .2281775E+01    .2020202E+00
    .9696972E+03    .0000000E+00    .2281775E+01    .0000000E+00
    .9898992E+03    .4157412E+04    .2281775E+01    .2044944E+00
    .1010101E+04    .8313292E+04    .2281710E+01    .4089526E+00
    .1030303E+04    .1246883E+05    .2281603E+01    .6134724E+00
    .1050505E+04    .1662411E+05    .2281453E+01    .8180976E+00
    .1070707E+04    .2073211E+05    .2281262E+01    .1020549E+01
    .1090909E+04    .2483858E+05    .2281029E+01    .1223118E+01
    .1111111E+04    .2890713E+05    .2280756E+01    .1424044E+01
    .1131313E+04    .3296548E+05    .2280442E+01    .1624730E+01
    .1151515E+04    .3697543E+05    .2280090E+01    .1823321E+01
    .1171717E+04    .4093739E+05    .2279701E+01    .2019861E+01
    .1191919E+04    .4489763E+05    .2279272E+01    .2216679E+01
    .1212121E+04    .4880985E+05    .2278807E+01    .2411504E+01
    .1232323E+04    .5266473E+05    .2278310E+01    .2603890E+01
    .1252526E+04    .5646805E+05    .2277780E+01    .2794145E+01
    .1272728E+04    .6021714E+05    .2277218E+01    .2982151E+01
    .1292930E+04    .6389928E+05    .2276629E+01    .3167283E+01
    .1313132E+04    .6753228E+05    .2276010E+01    .3350448E+01
    .1333334E+04    .7109284E+05    .2275367E+01    .3530476E+01
    .1353536E+04    .7459568E+05    .2274699E+01    .3708119E+01
    .1373738E+04    .7803438E+05    .2274008E+01    .3883050E+01
    .1393940E+04    .8140005E+05    .2273298E+01    .4054820E+01
    .1414142E+04    .8467741E+05    .2272573E+01    .4222633E+01
    .1434344E+04    .8787348E+05    .2271834E+01    .4386838E+01
    .1454546E+04    .9099614E+05    .2271080E+01    .4547826E+01
    .1474748E+04    .9402201E+05    .2270321E+01    .4704369E+01
    .1494950E+04    .9697207E+05    .2272423E+01    .4842058E+01
    .1515152E+04    .9982743E+05    .2271649E+01    .4990363E+01
    .1535354E+04    .1025834E+06    .2270875E+01    .5134024E+01
    .1555556E+04    .1052506E+06    .2270101E+01    .5273559E+01
    .1575758E+04    .1078172E+06    .2269333E+01    .5408309E+01
    .1595960E+04    .1102778E+06    .2268574E+01    .5537966E+01
    .1616162E+04    .1126381E+06    .2267826E+01    .5662777E+01
    .1636364E+04    .1148920E+06    .2267092E+01    .5782378E+01
    .1656566E+04    .1170367E+06    .2266376E+01    .5896572E+01
    .1676768E+04    .1190720E+06    .2265680E+01    .6005307E+01
    .1696970E+04    .1209966E+06    .2265007E+01    .6108460E+01
    .1717172E+04    .1228010E+06    .2264363E+01    .6205477E+01
    .1737374E+04    .1244931E+06    .2263747E+01    .6296727E+01
    .1757576E+04    .1260637E+06    .2263164E+01    .6381668E+01
    .1777778E+04    .1275189E+06    .2262616E+01    .6460577E+01
    .1797980E+04    .1288525E+06    .2262105E+01    .6533081E+01
