    .1818182E+04    .1300618E+06    .2261636E+01    .6598983E+01
    .1838384E+04    .1311463E+06    .2261209E+01    .6658210E+01
    .1858586E+04    .1321083E+06    .2260827E+01    .6710848E+01
    .1878788E+04    .1329422E+06    .2260492E+01    .6756556E+01
    .1898990E+04    .1336504E+06    .2260206E+01    .6795433E+01
    .1919192E+04    .1342307E+06    .2259969E+01    .6827332E+01
    .1939394E+04    .1346826E+06    .2259784E+01    .6852194E+01
    .1959596E+04    .1350054E+06    .2259651E+01    .6869968E+01
    .1979798E+04    .1351993E+06    .2259571E+01    .6880653E+01
    .2000000E+04    .1352640E+06    .2259544E+01    .6884220E+01
