   .11010E+04   .00000E+00  -.53045E+02  -.89470E+02  -.11809E+03  -.14234E+03  -.16353E+03
   .11212E+04   .00000E+00  -.48154E+02  -.83893E+02  -.11220E+03  -.13625E+03  -.15729E+03
   .11414E+04   .00000E+00  -.43584E+02  -.78557E+02  -.10650E+03  -.13033E+03  -.15120E+03
   .11616E+04   .00000E+00  -.39328E+02  -.73457E+02  -.10101E+03  -.12459E+03  -.14526E+03
   .11818E+04   .00000E+00  -.35374E+02  -.68590E+02  -.95710E+02  -.11901E+03  -.13948E+03
   .12020E+04   .00000E+00  -.31712E+02  -.63951E+02  -.90603E+02  -.11361E+03  -.13384E+03
   .12222E+04   .00000E+00  -.28333E+02  -.59534E+02  -.85685E+02  -.10836E+03  -.12835E+03
   .12424E+04   .00000E+00  -.25225E+02  -.55337E+02  -.80954E+02  -.10329E+03  -.12300E+03
   .12626E+04   .00000E+00  -.22376E+02  -.51353E+02  -.76406E+02  -.98370E+02  -.11780E+03
   .12828E+04   .00000E+00  -.19775E+02  -.47578E+02  -.72039E+02  -.93611E+02  -.11274E+03
   .13030E+04   .00000E+00  -.17411E+02  -.44007E+02  -.67849E+02  -.89010E+02  -.10781E+03
   .13232E+04   .00000E+00  -.15269E+02  -.40633E+02  -.63833E+02  -.84562E+02  -.10303E+03
   .13434E+04   .00000E+00  -.13337E+02  -.37453E+02  -.59986E+02  -.80265E+02  -.98373E+02
   .13636E+04   .00000E+00  -.11602E+02  -.34459E+02  -.56307E+02  -.76116E+02  -.93852E+02
   .13838E+04   .00000E+00  -.10052E+02  -.31646E+02  -.52790E+02  -.72113E+02  -.89459E+02
   .14040E+04   .00000E+00  -.86719E+01  -.29009E+02  -.49432E+02  -.68251E+02  -.85193E+02
   .14242E+04   .00000E+00  -.74496E+01  -.26540E+02  -.46229E+02  -.64529E+02  -.81051E+02
   .14444E+04   .00000E+00  -.63723E+01  -.24235E+02  -.43178E+02  -.60943E+02  -.77030E+02
   .14646E+04   .00000E+00  -.54275E+01  -.22085E+02  -.40273E+02  -.57489E+02  -.73126E+02
   .14848E+04   .00000E+00  -.46029E+01  -.20086E+02  -.37512E+02  -.54165E+02  -.69338E+02
   .15051E+04   .00000E+00  -.38868E+01  -.18230E+02  -.34889E+02  -.50967E+02  -.65661E+02
   .15253E+04   .00000E+00  -.32680E+01  -.16510E+02  -.32400E+02  -.47890E+02  -.62093E+02
   .15455E+04   .00000E+00  -.27359E+01  -.14921E+02  -.30040E+02  -.44932E+02  -.58631E+02
   .15657E+04   .00000E+00  -.22807E+01  -.13455E+02  -.27805E+02  -.42089E+02  -.55270E+02
   .15859E+04   .00000E+00  -.18933E+01  -.12106E+02  -.25690E+02  -.39356E+02  -.52008E+02
   .16061E+04   .00000E+00  -.15643E+01  -.10866E+02  -.23689E+02  -.36730E+02  -.48841E+02
   .16263E+04   .00000E+00  -.12869E+01  -.97303E+01  -.21799E+02  -.34205E+02  -.45765E+02
   .16465E+04   .00000E+00  -.10542E+01  -.86913E+01  -.20014E+02  -.31779E+02  -.42776E+02
   .16667E+04   .00000E+00  -.85985E+00  -.77428E+01  -.18329E+02  -.29446E+02  -.39870E+02
   .16869E+04   .00000E+00  -.69832E+00  -.68785E+01  -.16737E+02  -.27202E+02  -.37044E+02
   .17071E+04   .00000E+00  -.56470E+00  -.60921E+01  -.15235E+02  -.25042E+02  -.34293E+02
   .17273E+04   .00000E+00  -.45468E+00  -.53775E+01  -.13817E+02  -.22961E+02  -.31612E+02
   .17475E+04   .00000E+00  -.36448E+00  -.47288E+01  -.12477E+02  -.20955E+02  -.28998E+02
   .17677E+04   .00000E+00  -.29085E+00  -.41401E+01  -.11209E+02  -.19018E+02  -.26445E+02
   .17879E+04   .00000E+00  -.23100E+00  -.36059E+01  -.10008E+02  -.17146E+02  -.23951E+02
   .18081E+04   .00000E+00  -.18251E+00  -.31206E+01  -.88682E+01  -.15332E+02  -.21508E+02
   .18283E+04   .00000E+00  -.14336E+00  -.26790E+01  -.77845E+01  -.13572E+02  -.19114E+02
   .18485E+04   .00000E+00  -.11181E+00  -.22760E+01  -.67507E+01  -.11861E+02  -.16763E+02
   .18687E+04   .00000E+00  -.86384E-01  -.19065E+01  -.57610E+01  -.10192E+02  -.14450E+02
   .18889E+04   .00000E+00  -.65853E-01  -.15656E+01  -.48097E+01  -.85608E+01  -.12170E+02
   .19091E+04   .00000E+00  -.49160E-01  -.12483E+01  -.38908E+01  -.69610E+01  -.99187E+01
   .19293E+04   .00000E+00  -.35409E-01  -.95075E+00  -.29986E+01  -.53871E+01  -.76904E+01
   .19495E+04   .00000E+00  -.23822E-01  -.66835E+00  -.21270E+01  -.38334E+01  -.54802E+01
   .19697E+04   .00000E+00  -.13718E-01  -.39672E+00  -.12703E+01  -.22943E+01  -.32830E+01
   .19899E+04   .00000E+00  -.44783E-02  -.13153E+00  -.42244E+00  -.76379E+00  -.10935E+01
   .20000E+04   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00
