   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00
   .50505E+01   .00000E+00   .82631E+00   .88656E+00   .88916E+00   .88916E+00   .88916E+00
   .15152E+02   .00000E+00   .24790E+01   .26597E+01   .26675E+01   .26675E+01   .26675E+01
   .25253E+02   .00000E+00   .41319E+01   .44328E+01   .44458E+01   .44458E+01   .44458E+01
   .35354E+02   .00000E+00   .57851E+01   .62060E+01   .62242E+01   .62242E+01   .62242E+01
   .45455E+02   .00000E+00   .74388E+01   .79792E+01   .80025E+01   .80025E+01   .80025E+01
   .55556E+02   .00000E+00   .90931E+01   .97524E+01   .97809E+01   .97809E+01   .97809E+01
   .65657E+02   .00000E+00   .10748E+02   .11526E+02   .11559E+02   .11559E+02   .11559E+02
   .75758E+02   .00000E+00   .12404E+02   .13299E+02   .13338E+02   .13338E+02   .13338E+02
   .85859E+02   .00000E+00   .14061E+02   .15072E+02   .15116E+02   .15116E+02   .15116E+02
   .95960E+02   .00000E+00   .15719E+02   .16846E+02   .16894E+02   .16894E+02   .16894E+02
   .10606E+03   .00000E+00   .17379E+02   .18619E+02   .18673E+02   .18673E+02   .18673E+02
   .11616E+03   .00000E+00   .19039E+02   .20393E+02   .20451E+02   .20451E+02   .20451E+02
   .12626E+03   .00000E+00   .20702E+02   .22167E+02   .22230E+02   .22230E+02   .22230E+02
   .13636E+03   .00000E+00   .22366E+02   .23940E+02   .24008E+02   .24008E+02   .24008E+02
   .14646E+03   .00000E+00   .24032E+02   .25714E+02   .25787E+02   .25787E+02   .25787E+02
   .15657E+03   .00000E+00   .25699E+02   .27488E+02   .27566E+02   .27566E+02   .27566E+02
   .16667E+03   .00000E+00   .27369E+02   .29262E+02   .29344E+02   .29344E+02   .29344E+02
   .17677E+03   .00000E+00   .29041E+02   .31036E+02   .31123E+02   .31123E+02   .31123E+02
   .18687E+03   .00000E+00   .30715E+02   .32811E+02   .32901E+02   .32901E+02   .32901E+02
   .19697E+03   .00000E+00   .32392E+02   .34585E+02   .34680E+02   .34680E+02   .34680E+02
   .20707E+03   .00000E+00   .34071E+02   .36360E+02   .36459E+02   .36459E+02   .36459E+02
   .21717E+03   .00000E+00   .35753E+02   .38134E+02   .38238E+02   .38238E+02   .38238E+02
   .22727E+03   .00000E+00   .37437E+02   .39909E+02   .40017E+02   .40017E+02   .40017E+02
   .23737E+03   .00000E+00   .39124E+02   .41684E+02   .41796E+02   .41796E+02   .41796E+02
   .24747E+03   .00000E+00   .40814E+02   .43460E+02   .43575E+02   .43575E+02   .43575E+02
   .25758E+03   .00000E+00   .42508E+02   .45235E+02   .45354E+02   .45354E+02   .45354E+02
   .26768E+03   .00000E+00   .44204E+02   .47011E+02   .47133E+02   .47133E+02   .47133E+02
   .27778E+03   .00000E+00   .45903E+02   .48787E+02   .48912E+02   .48912E+02   .48912E+02
   .28788E+03   .00000E+00   .47606E+02   .50563E+02   .50691E+02   .50691E+02   .50691E+02
   .29798E+03   .00000E+00   .49312E+02   .52339E+02   .52471E+02   .52471E+02   .52471E+02
   .30808E+03   .00000E+00   .51022E+02   .54115E+02   .54250E+02   .54250E+02   .54250E+02
   .31818E+03   .00000E+00   .52735E+02   .55892E+02   .56029E+02   .56029E+02   .56029E+02
   .32828E+03   .00000E+00   .54451E+02   .57668E+02   .57809E+02   .57809E+02   .57809E+02
   .33838E+03   .00000E+00   .56172E+02   .59445E+02   .59588E+02   .59588E+02   .59588E+02
   .34848E+03   .00000E+00   .57896E+02   .61222E+02   .61368E+02   .61368E+02   .61368E+02
