    .0000000E+00    .9434349E+03    .1923677E+01    .7110795E-02
    .1010101E+02    .9431288E+03    .1923677E+01    .7108488E-02
    .2020202E+02    .9419249E+03    .1923677E+01    .7099414E-02
    .3030303E+02    .9394766E+03    .1923677E+01    .7080961E-02
    .4040404E+02    .9370280E+03    .1923677E+01    .7062505E-02
    .5050505E+02    .9321310E+03    .1923677E+01    .7025596E-02
    .6060606E+02    .9272341E+03    .1923677E+01    .6988688E-02
    .7070707E+02    .9223372E+03    .1923677E+01    .6951779E-02
    .8080808E+02    .9174402E+03    .1923677E+01    .6914870E-02
    .9090910E+02    .9125432E+03    .1923677E+01    .6877961E-02
    .1010101E+03    .9024229E+03    .1923677E+01    .6801683E-02
    .1111111E+03    .8926290E+03    .1923677E+01    .6727865E-02
    .1212121E+03    .8828352E+03    .1923677E+01    .6654047E-02
    .1313131E+03    .8730413E+03    .1923677E+01    .6580229E-02
    .1414142E+03    .8632474E+03    .1923677E+01    .6506412E-02
    .1515152E+03    .8534537E+03    .1923677E+01    .6432595E-02
    .1616162E+03    .8436598E+03    .1923677E+01    .6358777E-02
    .1717172E+03    .8338661E+03    .1923677E+01    .6284960E-02
    .1818182E+03    .8240723E+03    .1923677E+01    .6211143E-02
    .1919192E+03    .8038318E+03    .1923677E+01    .6058588E-02
    .2020202E+03    .7842441E+03    .1923677E+01    .5910954E-02
    .2121212E+03    .7646567E+03    .1923677E+01    .5763320E-02
    .2222223E+03    .7450692E+03    .1923677E+01    .5615687E-02
    .2323233E+03    .7254818E+03    .1923677E+01    .5468054E-02
    .2424243E+03    .7058944E+03    .1923677E+01    .5320421E-02
    .2525253E+03    .6863071E+03    .1923677E+01    .5172789E-02
    .2626263E+03    .6667198E+03    .1923677E+01    .5025157E-02
    .2727273E+03    .6471325E+03    .1923677E+01    .4877524E-02
    .2828283E+03    .6275453E+03    .1923677E+01    .4729893E-02
    .2929294E+03    .6079581E+03    .1923677E+01    .4582262E-02
    .3030304E+03    .5883708E+03    .1923677E+01    .4434630E-02
    .3131314E+03    .5687838E+03    .1923677E+01    .4287000E-02
    .3232324E+03    .5491967E+03    .1923677E+01    .4139369E-02
    .3333334E+03    .5296097E+03    .1923677E+01    .3991739E-02
    .3434344E+03    .5100226E+03    .1923677E+01    .3844109E-02
    .3535354E+03    .4904357E+03    .1923677E+01    .3696480E-02
    .3636364E+03    .4708488E+03    .1923677E+01    .3548851E-02
    .3737375E+03    .4303693E+03    .1923677E+01    .3243751E-02
    .3838385E+03    .3911956E+03    .1923677E+01    .2948494E-02
    .3939395E+03    .3520222E+03    .1923677E+01    .2653239E-02
    .4040405E+03    .3128489E+03    .1923677E+01    .2357984E-02
    .4141415E+03    .2736758E+03    .1923677E+01    .2062731E-02
    .4242425E+03    .2345028E+03    .1923677E+01    .1767479E-02
    .4343435E+03    .1953300E+03    .1923677E+01    .1472228E-02
    .4444445E+03    .1561573E+03    .1923677E+01    .1176979E-02
    .4545456E+03    .1169848E+03    .1923677E+01    .8817299E-03
    .4646466E+03    .7781241E+02    .1923677E+01    .5864826E-03
    .4747476E+03    .3864018E+02    .1923677E+01    .2912362E-03
    .4848486E+03    .0000000E+00    .1923677E+01    .0000000E+00
    .4949496E+03    .3864018E+02    .1923677E+01    .2912362E-03
    .5050506E+03    .7781241E+02    .1923677E+01    .5864826E-03
    .5151516E+03    .1169848E+03    .1923677E+01    .8817299E-03
    .5252526E+03    .1561573E+03    .1923677E+01    .1176979E-02
    .5353536E+03    .1953300E+03    .1923677E+01    .1472228E-02
    .5454547E+03    .2345028E+03    .1923677E+01    .1767479E-02
    .5555557E+03    .2736758E+03    .1923677E+01    .2062731E-02
    .5656567E+03    .3128489E+03    .1923677E+01    .2357984E-02
    .5757577E+03    .3520222E+03    .1923677E+01    .2653239E-02
    .5858587E+03    .3911956E+03    .1923677E+01    .2948494E-02
    .5959597E+03    .4303693E+03    .1923677E+01    .3243751E-02
    .6060607E+03    .4695430E+03    .1923677E+01    .3539008E-02
    .6161617E+03    .5087169E+03    .1923677E+01    .3834267E-02
    .6262628E+03    .5478909E+03    .1923677E+01    .4129528E-02
    .6363638E+03    .5883708E+03    .1923677E+01    .4434630E-02
    .6464648E+03    .6079581E+03    .1923677E+01    .4582262E-02
    .6565658E+03    .6275453E+03    .1923677E+01    .4729893E-02
    .6666668E+03    .6471325E+03    .1923677E+01    .4877524E-02
    .6767678E+03    .6667198E+03    .1923677E+01    .5025157E-02
    .6868688E+03    .6863071E+03    .1923677E+01    .5172789E-02
    .6969698E+03    .7058944E+03    .1923677E+01    .5320421E-02
    .7070709E+03    .7254818E+03    .1923677E+01    .5468054E-02
    .7171719E+03    .7450692E+03    .1923677E+01    .5615687E-02
    .7272729E+03    .7646567E+03    .1923677E+01    .5763320E-02
    .7373739E+03    .7842441E+03    .1923677E+01    .5910954E-02
    .7474749E+03    .8038318E+03    .1923677E+01    .6058588E-02
    .7575759E+03    .8234193E+03    .1923677E+01    .6206221E-02
    .7676769E+03    .8430069E+03    .1923677E+01    .6353856E-02
    .7777780E+03    .8625946E+03    .1923677E+01    .6501491E-02
    .7878790E+03    .8821823E+03    .1923677E+01    .6649126E-02
    .7979800E+03    .9017700E+03    .1923677E+01    .6796761E-02
    .8080810E+03    .9213577E+03    .1923677E+01    .6944397E-02
    .8181820E+03    .9415985E+03    .1923677E+01    .7096954E-02
    .8282830E+03    .9513924E+03    .1923677E+01    .7170772E-02
    .8383840E+03    .9611863E+03    .1923677E+01    .7244590E-02
    .8484850E+03    .9709803E+03    .1923677E+01    .7318408E-02
    .8585861E+03    .9807742E+03    .1923677E+01    .7392226E-02
    .8686871E+03    .9905681E+03    .1923677E+01    .7466045E-02
    .8787881E+03    .1000362E+04    .1923677E+01    .7539864E-02
    .8888891E+03    .1010156E+04    .1923677E+01    .7613681E-02
    .8989901E+03    .1019950E+04    .1923677E+01    .7687500E-02
    .9090911E+03    .1030071E+04    .1923677E+01    .7763781E-02
    .9191921E+03    .1034968E+04    .1923677E+01    .7800689E-02
