   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00   .00000E+00
   .10000E+02   .00000E+00   .12105E+00   .28491E+00   .40213E+00   .48624E+00   .54810E+00
   .20000E+02   .00000E+00   .24448E+00   .57157E+00   .80550E+00   .97338E+00   .10969E+01
   .30000E+02   .00000E+00   .37264E+00   .86174E+00   .12114E+01   .14623E+01   .16470E+01
   .40000E+02   .00000E+00   .50790E+00   .11572E+01   .16210E+01   .19540E+01   .21991E+01
   .50000E+02   .00000E+00   .65259E+00   .14595E+01   .20355E+01   .24492E+01   .27540E+01
   .60000E+02   .00000E+00   .80905E+00   .17705E+01   .24561E+01   .29489E+01   .33121E+01
   .70000E+02   .00000E+00   .97956E+00   .20918E+01   .28841E+01   .34540E+01   .38743E+01
   .80000E+02   .00000E+00   .11672E+01   .24258E+01   .33213E+01   .39661E+01   .44419E+01
   .90000E+02   .00000E+00   .13752E+01   .27750E+01   .37699E+01   .44868E+01   .50165E+01
   .10000E+03   .00000E+00   .16014E+01   .31377E+01   .42286E+01   .50154E+01   .55974E+01
   .11000E+03   .00000E+00   .18498E+01   .35173E+01   .47001E+01   .55543E+01   .61868E+01
   .12000E+03   .00000E+00   .21304E+01   .39218E+01   .51914E+01   .61096E+01   .67903E+01
   .13000E+03   .00000E+00   .24505E+01   .43578E+01   .57088E+01   .66872E+01   .74137E+01
   .14000E+03   .00000E+00   .28137E+01   .48293E+01   .62565E+01   .72918E+01   .80616E+01
   .15000E+03   .00000E+00   .32275E+01   .53439E+01   .68423E+01   .79312E+01   .87423E+01
   .16000E+03   .00000E+00   .35975E+01   .58232E+01   .73994E+01   .85475E+01   .94047E+01
   .17000E+03   .00000E+00   .39626E+01   .62994E+01   .79557E+01   .91655E+01   .10071E+02
   .18000E+03   .00000E+00   .42690E+01   .67279E+01   .84738E+01   .97544E+01   .10716E+02
   .19000E+03   .00000E+00   .45692E+01   .71496E+01   .89879E+01   .10343E+02   .11365E+02
   .20000E+03   .00000E+00   .47701E+01   .74795E+01   .94211E+01   .10862E+02   .11956E+02
   .21000E+03   .00000E+00   .46005E+01   .74596E+01   .95333E+01   .11089E+02   .12282E+02
   .22000E+03   .00000E+00   .43678E+01   .73374E+01   .95326E+01   .11204E+02   .12500E+02
   .23000E+03   .00000E+00   .38002E+01   .68149E+01   .91230E+01   .10921E+02   .12341E+02
   .24000E+03   .00000E+00   .31801E+01   .60976E+01   .84541E+01   .10351E+02   .11884E+02
   .25000E+03   .00000E+00   .21243E+01   .46525E+01   .69172E+01   .88565E+01   .10495E+02
   .26000E+03   .00000E+00   .12037E+01   .31116E+01   .50710E+01   .69000E+01   .85461E+01
   .27000E+03   .00000E+00   .81998E+00   .21766E+01   .37576E+01   .53644E+01   .69011E+01
   .28000E+03   .00000E+00   .79576E+00   .17695E+01   .30021E+01   .43476E+01   .57008E+01
   .29000E+03   .00000E+00   .43840E+00   .99978E+00   .17158E+01   .25382E+01   .34017E+01
   .30000E+03   .00000E+00   .18813E+00   .43766E+00   .68452E+00   .90021E+00   .10853E+01
   .31000E+03   .00000E+00   .11273E+00   .10820E+00  -.15034E+00  -.59018E+00  -.11118E+01
   .32000E+03   .00000E+00   .10222E+00  -.23573E+00  -.94442E+00  -.18013E+01  -.26711E+01
   .33000E+03   .00000E+00  -.77317E-01  -.92590E+00  -.20830E+01  -.32572E+01  -.43367E+01
   .34000E+03   .00000E+00  -.54978E+00  -.21134E+01  -.37177E+01  -.51349E+01  -.63284E+01
   .35000E+03   .00000E+00  -.12404E+01  -.32696E+01  -.50721E+01  -.65525E+01  -.77422E+01
   .36000E+03   .00000E+00  -.21488E+01  -.45092E+01  -.63933E+01  -.78566E+01  -.89908E+01
   .37000E+03   .00000E+00  -.29493E+01  -.54546E+01  -.73322E+01  -.87415E+01  -.98095E+01
   .38000E+03   .00000E+00  -.36854E+01  -.62354E+01  -.80613E+01  -.93970E+01  -.10392E+02
   .39000E+03   .00000E+00  -.41919E+01  -.67208E+01  -.84804E+01  -.97458E+01  -.10678E+02
   .40000E+03   .00000E+00  -.44108E+01  -.68927E+01  -.85905E+01  -.97989E+01  -.10682E+02
   .41000E+03   .00000E+00  -.45052E+01  -.69202E+01  -.85510E+01  -.97017E+01  -.10538E+02
   .42000E+03   .00000E+00  -.44378E+01  -.67797E+01  -.83466E+01  -.94452E+01  -.10240E+02
   .43000E+03   .00000E+00  -.42707E+01  -.65309E+01  -.80319E+01  -.90789E+01  -.98339E+01
   .44000E+03   .00000E+00  -.39852E+01  -.61643E+01  -.76037E+01  -.86034E+01  -.93227E+01
   .45000E+03   .00000E+00  -.36252E+01  -.57197E+01  -.70972E+01  -.80507E+01  -.87352E+01
