    .0000000E+00    .2821199E+05    .1200000E+01    .1672754E+01
    .1000000E+02    .2814714E+05    .1200000E+01    .1668904E+01
    .2000000E+02    .2801744E+05    .1200000E+01    .1661205E+01
    .3000000E+02    .2782327E+05    .1200000E+01    .1649680E+01
    .4000000E+02    .2756386E+05    .1200000E+01    .1634282E+01
    .5000000E+02    .2724432E+05    .1200000E+01    .1615316E+01
    .6000000E+02    .2685989E+05    .1200000E+01    .1592500E+01
    .7000000E+02    .2642006E+05    .1200000E+01    .1566396E+01
    .8000000E+02    .2591629E+05    .1200000E+01    .1536500E+01
    .9000000E+02    .2535382E+05    .1195000E+01    .1515165E+01
    .1000000E+03    .2474476E+05    .1190000E+01    .1491762E+01
    .1100000E+03    .2407569E+05    .1190000E+01    .1451391E+01
    .1200000E+03    .2336142E+05    .1190000E+01    .1408297E+01
    .1300000E+03    .2259224E+05    .1185000E+01    .1372845E+01
    .1400000E+03    .2177581E+05    .1175000E+01    .1345822E+01
    .1500000E+03    .2091859E+05    .1110000E+01    .1550116E+01
    .1600000E+03    .2000145E+05    .1035000E+01    .1710766E+01
    .1700000E+03    .1904601E+05    .9550000E+00    .2075316E+01
    .1800000E+03    .1802528E+05    .8700000E+00    .2373474E+01
    .1900000E+03    .1692758E+05    .7850000E+00    .3024351E+01
    .2000000E+03    .1576628E+05    .6550000E+00    .4602824E+01
    .2100000E+03    .1448810E+05    .5750000E+00    .5505891E+01
    .2200000E+03    .1309504E+05    .5000000E+00    .7832185E+01
    .2300000E+03    .1155518E+05    .4250000E+00    .9634137E+01
    .2400000E+03    .9875729E+04    .3650000E+00    .1478729E+02
    .2500000E+03    .8047007E+04    .3050000E+00    .1758835E+02
    .2600000E+03    .6160085E+04    .2800000E+00    .1577670E+02
    .2700000E+03    .4353602E+04    .2600000E+00    .1269929E+02
    .2800000E+03    .2728486E+04    .2100000E+00    .1781777E+02
    .2900000E+03    .1672099E+04    .1700000E+00    .1651186E+02
    .3000000E+03    .1461769E+04    .1700000E+00    .1422636E+02
    .3100000E+03    .2115884E+04    .2100000E+00    .9323092E+01
    .3200000E+03    .3149835E+04    .2600000E+00    .9041262E+01
    .3300000E+03    .4386996E+04    .2850000E+00    .1054380E+02
    .3400000E+03    .5707742E+04    .3450000E+00    .7167277E+01
    .3500000E+03    .7000609E+04    .4050000E+00    .6362000E+01
    .3600000E+03    .8217786E+04    .4800000E+00    .4480459E+01
    .3700000E+03    .9352588E+04    .5600000E+00    .3738230E+01
    .3800000E+03    .1041249E+05    .6500000E+00    .2727106E+01
    .3900000E+03    .1138992E+05    .7850000E+00    .1850540E+01
    .4000000E+03    .1231218E+05    .8700000E+00    .1624074E+01
    .4100000E+03    .1319771E+05    .9550000E+00    .1334345E+01
    .4200000E+03    .1402474E+05    .1030000E+01    .1213246E+01
    .4300000E+03    .1482170E+05    .1105000E+01    .1043505E+01
    .4400000E+03    .1556573E+05    .1175000E+01    .9628268E+00
    .4500000E+03    .1627249E+05    .1180000E+01    .9974517E+00
    .4600000E+03    .1694923E+05    .1185000E+01    .1030772E+01
    .4700000E+03    .1757585E+05    .1190000E+01    .1059340E+01
    .4800000E+03    .1816976E+05    .1190000E+01    .1095154E+01
    .4900000E+03    .1870886E+05    .1190000E+01    .1127664E+01
    .5000000E+03    .1919756E+05    .1195000E+01    .1148041E+01
    .5100000E+03    .1964119E+05    .1200000E+01    .1164230E+01
    .5200000E+03    .2003391E+05    .1200000E+01    .1187522E+01
    .5300000E+03    .2037181E+05    .1200000E+01    .1207563E+01
    .5400000E+03    .2065377E+05    .1200000E+01    .1224286E+01
    .5500000E+03    .2088308E+05    .1200000E+01    .1237888E+01
    .5600000E+03    .2105423E+05    .1200000E+01    .1248039E+01
    .5700000E+03    .2116890E+05    .1200000E+01    .1254840E+01
    .5800000E+03    .2122653E+05    .1200000E+01    .1258259E+01
